"Sample    : moo3_34691_8p",
"Operator  : americo",
"Comment  : moo3_50.4micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2018-04-03 10:40:52",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  309-Auto Al  0 - 20    0.8 - 1.2   Live -  179   14",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"2",
"0",
"2",
"19",
"41",
"37",
"44",
"35",
"40",
"36",
"37",
"31",
"38",
"38",
"28",
"40",
"36",
"54",
"40",
"43",
"34",
"51",
"49",
"65",
"63",
"81",
"81",
"82",
"86",
"106",
"97",
"88",
"79",
"75",
"63",
"61",
"75",
"60",
"68",
"61",
"51",
"75",
"76",
"49",
"56",
"36",
"40",
"60",
"64",
"45",
"46",
"49",
"51",
"51",
"48",
"52",
"53",
"51",
"43",
"41",
"42",
"47",
"53",
"50",
"43",
"56",
"47",
"44",
"62",
"44",
"56",
"41",
"63",
"41",
"59",
"47",
"59",
"49",
"60",
"35",
"36",
"42",
"54",
"38",
"64",
"44",
"42",
"53",
"44",
"54",
"51",
"48",
"41",
"34",
"43",
"43",
"36",
"42",
"51",
"40",
"49",
"33",
"43",
"44",
"43",
"37",
"28",
"35",
"37",
"41",
"43",
"34",
"35",
"24",
"37",
"31",
"36",
"47",
"46",
"34",
"25",
"38",
"28",
"26",
"32",
"29",
"37",
"33",
"33",
"34",
"36",
"15",
"46",
"26",
"36",
"34",
"28",
"23",
"27",
"33",
"36",
"39",
"26",
"37",
"43",
"50",
"43",
"37",
"49",
"40",
"46",
"39",
"32",
"45",
"41",
"33",
"37",
"49",
"55",
"58",
"67",
"54",
"87",
"68",
"84",
"71",
"106",
"126",
"113",
"165",
"168",
"176",
"234",
"206",
"227",
"252",
"276",
"237",
"254",
"197",
"266",
"194",
"225",
"199",
"186",
"186",
"197",
"175",
"191",
"201",
"191",
"202",
"268",
"355",
"447",
"513",
"766",
"1026",
"1327",
"1529",
"1926",
"2144",
"2417",
"2469",
"2677",
"2568",
"2698",
"2222",
"2269",
"2072",
"1900",
"1747",
"1754",
"1565",
"1553",
"1350",
"1368",
"1182",
"1123",
"928",
"932",
"775",
"690",
"581",
"522",
"418",
"406",
"332",
"333",
"224",
"238",
"183",
"154",
"154",
"134",
"123",
"93",
"83",
"83",
"80",
"59",
"65",
"63",
"55",
"61",
"43",
"40",
"40",
"44",
"38",
"49",
"39",
"42",
"52",
"66",
"70",
"66",
"85",
"58",
"57",
"69",
"73",
"53",
"57",
"51",
"49",
"52",
"35",
"28",
"42",
"18",
"24",
"22",
"11",
"26",
"20",
"23",
"15",
"17",
"16",
"21",
"17",
"16",
"15",
"19",
"22",
"18",
"15",
"21",
"18",
"19",
"7",
"14",
"27",
"15",
"22",
"18",
"20",
"31",
"29",
"19",
"24",
"25",
"27",
"26",
"24",
"34",
"22",
"33",
"26",
"18",
"22",
"22",
"23",
"16",
"26",
"19",
"22",
"14",
"19",
"26",
"27",
"22",
"30",
"32",
"23",
"34",
"37",
"34",
"44",
"61",
"71",
"99",
"132",
"160",
"203",
"274",
"312",
"432",
"471",
"594",
"598",
"671",
"715",
"736",
"678",
"671",
"598",
"607",
"461",
"440",
"324",
"276",
"206",
"161",
"133",
"77",
"59",
"72",
"65",
"42",
"46",
"32",
"39",
"44",
"61",
"63",
"56",
"72",
"77",
"84",
"76",
"90",
"90",
"114",
"103",
"105",
"129",
"114",
"107",
"98",
"97",
"79",
"71",
"75",
"55",
"55",
"42",
"32",
"41",
"27",
"23",
"34",
"22",
"41",
"25",
"30",
"31",
"21",
"26",
"33",
"32",
"24",
"35",
"36",
"40",
"37",
"35",
"32",
"29",
"38",
"49",
"42",
"42",
"54",
"39",
"32",
"46",
"46",
"42",
"38",
"41",
"46",
"60",
"48",
"58",
"51",
"47",
"48",
"39",
"45",
"60",
"51",
"49",
"60",
"50",
"46",
"38",
"55",
"52",
"49",
"65",
"43",
"42",
"45",
"28",
"44",
"50",
"42",
"45",
"44",
"37",
"42",
"50",
"41",
"31",
"52",
"45",
"47",
"38",
"34",
"39",
"47",
"31",
"47",
"44",
"45",
"32",
"43",
"51",
"35",
"38",
"37",
"55",
"51",
"40",
"52",
"48",
"44",
"38",
"42",
"40",
"42",
"40",
"66",
"42",
"36",
"55",
"51",
"49",
"48",
"38",
"36",
"38",
"50",
"45",
"33",
"39",
"42",
"28",
"44",
"43",
"46",
"45",
"47",
"34",
"48",
"24",
"45",
"53",
"38",
"37",
"43",
"39",
"54",
"52",
"49",
"45",
"60",
"45",
"53",
"42",
"39",
"54",
"48",
"51",
"56",
"47",
"50",
"45",
"64",
"51",
"48",
"52",
"49",
"36",
"46",
"57",
"60",
"57",
"52",
"42",
"64",
"47",
"36",
"56",
"54",
"44",
"48",
"39",
"49",
"60",
"56",
"62",
"45",
"49",
"70",
"57",
"51",
"64",
"52",
"41",
"51",
"56",
"40",
"58",
"54",
"57",
"71",
"80",
"75",
"48",
"73",
"66",
"76",
"63",
"54",
"67",
"64",
"54",
"70",
"48",
"65",
"64",
"58",
"57",
"59",
"67",
"75",
"64",
"65",
"69",
"53",
"56",
"79",
"67",
"65",
"65",
"80",
"69",
"69",
"69",
"69",
"70",
"62",
"80",
"74",
"81",
"75",
"86",
"67",
"59",
"101",
"81",
"75",
"68",
"85",
"69",
"95",
"75",
"71",
"76",
"82",
"65",
"72",
"69",
"79",
"75",
"75",
"82",
"69",
"73",
"87",
"66",
"76",
"60",
"76",
"82",
"80",
"69",
"68",
"65",
"80",
"83",
"73",
"64",
"87",
"66",
"76",
"82",
"95",
"66",
"82",
"81",
"80",
"63",
"74",
"69",
"81",
"95",
"64",
"83",
"70",
"74",
"78",
"68",
"86",
"91",
"79",
"92",
"77",
"83",
"95",
"76",
"86",
"88",
"67",
"77",
"84",
"63",
"83",
"88",
"59",
"73",
"75",
"82",
"85",
"80",
"65",
"62",
"70",
"71",
"81",
"73",
"84",
"86",
"74",
"66",
"77",
"90",
"62",
"71",
"64",
"84",
"56",
"69",
"87",
"75",
"81",
"77",
"67",
"89",
"76",
"84",
"83",
"68",
"86",
"68",
"98",
"67",
"67",
"69",
"84",
"93",
"79",
"67",
"99",
"72",
"66",
"68",
"67",
"86",
"70",
"78",
"58",
"74",
"75",
"90",
"58",
"67",
"65",
"77",
"79",
"67",
"67",
"69",
"72",
"68",
"95",
"63",
"92",
"81",
"87",
"87",
"89",
"94",
"94",
"89",
"91",
"87",
"55",
"94",
"102",
"89",
"94",
"104",
"89",
"106",
"91",
"105",
"101",
"115",
"113",
"114",
"127",
"118",
"116",
"106",
"140",
"118",
"139",
"132",
"138",
"108",
"149",
"119",
"122",
"115",
"93",
"83",
"111",
"83",
"97",
"81",
"83",
"83",
"98",
"75",
"80",
"80",
"56",
"86",
"75",
"92",
"94",
"82",
"91",
"68",
"76",
"78",
"73",
"71",
"74",
"87",
"90",
"89",
"83",
"76",
"67",
"75",
"93",
"81",
"97",
"68",
"89",
"79",
"86",
"83",
"99",
"90",
"108",
"90",
"95",
"118",
"113",
"114",
"112",
"115",
"104",
"131",
"132",
"120",
"124",
"123",
"133",
"125",
"118",
"143",
"104",
"113",
"97",
"96",
"96",
"114",
"102",
"91",
"87",
"90",
"90",
"80",
"68",
"90",
"77",
"79",
"93",
"88",
"81",
"96",
"83",
"75",
"82",
"81",
"71",
"87",
"85",
"68",
"86",
"85",
"86",
"72",
"71",
"68",
"61",
"82",
"89",
"65",
"74",
"72",
"68",
"60",
"79",
"75",
"83",
"91",
"71",
"74",
"80",
"71",
"76",
"66",
"86",
"79",
"93",
"75",
"75",
"68",
"74",
"75",
"71",
"69",
"68",
"75",
"66",
"66",
"66",
"86",
"85",
"78",
"75",
"90",
"73",
"71",
"87",
"64",
"104",
"91",
"77",
"63",
"81",
"81",
"92",
"75",
"83",
"70",
"79",
"84",
"93",
"74",
"82",
"71",
"77",
"104",
"84",
"86",
"71",
"76",
"70",
"50",
"79",
"79",
"75",
"82",
"78",
"72",
"80",
"81",
"70",
"64",
"91",
"83",
"84",
"87",
"85",
"63",
"83",
"64",
"76",
"70",
"62",
"75",
"78",
"71",
"68",
"57",
"76",
"66",
"59",
"78",
"85",
"69",
"66",
"65",
"67",
"90",
"69",
"88",
"75",
"75",
"69",
"67",
"69",
"56",
"72",
"75",
"88",
"67",
"88",
"55",
"53",
"72",
"80",
"74",
"68",
"63",
"72",
"68",
"82",
"77",
"71",
"58",
"72",
"86",
"89",
"64",
"80",
"62",
"69",
"73",
"81",
"68",
"67",
"58",
"63",
"73",
"62",
"63",
"70",
"67",
"76",
"72",
"78",
"76",
"69",
"69",
"59",
"71",
"64",
"75",
"60",
"56",
"73",
"80",
"75",
"76",
"88",
"66",
"84",
"69",
"67",
"60",
"80",
"78",
"57",
"84",
"71",
"64",
"74",
"75",
"74",
"65",
"54",
"67",
"83",
"46",
"74",
"74",
"63",
"78",
"66",
"73",
"75",
"69",
"69",
"79",
"78",
"59",
"74",
"69",
"66",
"58",
"60",
"75",
"77",
"82",
"74",
"80",
"68",
"72",
"70",
"76",
"63",
"63",
"75",
"54",
"60",
"66",
"75",
"63",
"75",
"69",
"68",
"59",
"66",
"58",
"69",
"68",
"82",
"61",
"63",
"70",
"74",
"58",
"78",
"70",
"70",
"75",
"82",
"68",
"81",
"60",
"68",
"72",
"62",
"63",
"68",
"59",
"60",
"56",
"70",
"67",
"66",
"57",
"62",
"75",
"68",
"54",
"51",
"65",
"72",
"71",
"63",
"70",
"62",
"64",
"75",
"65",
"75",
"60",
"61",
"64",
"69",
"64",
"57",
"72",
"81",
"67",
"63",
"70",
"67",
"59",
"64",
"75",
"64",
"51",
"70",
"91",
"76",
"71",
"74",
"60",
"58",
"62",
"69",
"59",
"68",
"59",
"71",
"50",
"67",
"81",
"57",
"79",
"72",
"63",
"76",
"55",
"60",
"54",
"71",
"67",
"62",
"71",
"65",
"62",
"55",
"65",
"58",
"53",
"61",
"54",
"65",
"55",
"72",
"53",
"77",
"65",
"67",
"63",
"73",
"58",
"58",
"59",
"64",
"63",
"55",
"61",
"66",
"64",
"74",
"40",
"62",
"69",
"64",
"45",
"70",
"61",
"62",
"55",
"57",
"61",
"60",
"59",
"76",
"71",
"38",
"55",
"53",
"72",
"72",
"54",
"62",
"60",
"59",
"76",
"58",
"61",
"57",
"59",
"49",
"61",
"60",
"59",
"52",
"53",
"70",
"48",
"57",
"58",
"63",
"64",
"67",
"55",
"61",
"63",
"61",
"58",
"60",
"50",
"72",
"54",
"70",
"57",
"69",
"61",
"58",
"54",
"50",
"74",
"73",
"74",
"61",
"52",
"50",
"67",
"70",
"73",
"50",
"63",
"64",
"54",
"63",
"51",
"61",
"73",
"77",
"56",
"64",
"61",
"54",
"46",
"75",
"65",
"63",
"65",
"61",
"57",
"55",
"49",
"62",
"60",
"62",
"64",
"59",
"72",
"60",
"69",
"71",
"57",
"57",
"64",
"49",
"76",
"60",
"65",
"60",
"55",
"74",
"53",
"66",
"69",
"62",
"59",
"71",
"80",
"66",
"47",
"54",
"64",
"61",
"56",
"65",
"49",
"76",
"49",
"58",
"58",
"71",
"51",
"42",
"59",
"62",
"61",
"63",
"70",
"67",
"55",
"49",
"63",
"51",
"60",
"69",
"43",
"52",
"55",
"55",
"56",
"53",
"59",
"66",
"46",
"73",
"52",
"55",
"64",
"73",
"51",
"55",
"50",
"51",
"49",
"51",
"62",
"53",
"57",
"57",
"69",
"58",
"56",
"56",
"63",
"47",
"64",
"70",
"69",
"55",
"59",
"51",
"72",
"48",
"57",
"59",
"54",
"55",
"54",
"63",
"54",
"61",
"58",
"58",
