"Sample    : moo3_34691_8p",
"62",
"46",
"44",
"61",
"59",
"47",
"47",
"52",
"62",
"48",
"40",
"53",
"51",
"53",
"56",
"67",
"61",
"55",
"63",
"67",
"62",
"44",
"50",
"58",
"53",
"53",
"55",
"43",
"65",
"52",
"54",
"38",
"55",
"64",
"53",
"56",
"62",
"44",
"68",
"61",
"53",
"67",
"61",
"52",
"49",
"57",
"50",
"58",
"60",
"45",
"54",
"58",
"59",
"50",
"51",
"68",
"55",
"59",
"54",
"45",
"44",
"48",
"43",
"55",
"44",
"56",
"49",
"58",
"55",
"41",
"55",
"61",
"63",
"64",
"44",
"39",
"57",
"53",
"52",
"53",
"56",
"48",
"53",
"52",
"56",
"46",
"43",
"40",
"53",
"57",
"47",
"64",
"58",
"57",
"51",
"52",
"52",
"55",
"52",
"36",
"66",
"61",
"42",
"48",
"63",
"53",
"45",
"64",
"40",
"59",
"46",
"58",
"55",
"51",
"42",
"55",
"41",
"70",
"46",
"45",
"47",
"45",
"63",
"59",
"63",
"65",
"60",
"44",
"61",
"53",
"35",
"54",
"44",
"47",
"52",
"68",
"46",
"48",
"43",
"61",
"49",
"42",
"50",
"52",
"46",
"46",
"61",
"62",
"60",
"57",
"51",
"46",
"42",
"58",
"65",
"55",
"49",
"56",
"34",
"51",
"57",
"47",
"50",
"58",
"42",
"62",
"52",
"43",
"54",
"39",
"57",
"55",
"67",
"56",
"46",
"46",
"50",
"51",
"66",
"53",
"53",
"54",
"53",
"43",
"58",
"67",
"48",
"55",
"64",
"49",
"56",
"40",
"66",
"47",
"48",
"49",
"56",
"49",
"60",
"59",
"64",
"58",
"49",
"56",
"53",
"47",
"52",
"55",
"55",
"48",
"54",
"60",
"55",
"52",
"60",
"61",
"58",
"54",
"55",
"55",
"51",
"47",
"56",
"54",
"69",
"48",
"59",
"57",
"60",
"55",
"59",
"67",
"50",
"60",
"71",
"54",
"75",
"55",
"52",
"58",
"62",
"55",
"63",
"63",
"62",
"67",
"69",
"57",
"58",
"72",
"58",
"66",
"69",
"73",
"75",
"75",
"68",
"69",
"75",
"76",
"84",
"88",
"79",
"76",
"81",
"67",
"75",
"79",
"63",
"95",
"85",
"80",
"97",
"103",
"111",
"104",
"122",
"138",
"151",
"189",
"190",
"231",
"258",
"297",
"351",
"459",
"542",
"621",
"787",
"886",
"1005",
"1111",
"1441",
"1720",
"1826",
"2124",
"2609",
"3033",
"3155",
"3744",
"4222",
"4766",
"4858",
"5660",
"6178",
"6728",
"6841",
"7677",
"8228",
"8988",
"8901",
"9359",
"9895",
"10154",
"10241",
"10548",
"10952",
"10948",
"10437",
"10785",
"10953",
"10540",
"10031",
"9774",
"10165",
"9316",
"8499",
"8379",
"7976",
"7528",
"6608",
"6164",
"5852",
"5260",
"4609",
"4205",
"3757",
"3294",
"2814",
"2371",
"2214",
"1867",
"1482",
"1244",
"1089",
"951",
"774",
"583",
"518",
"465",
"370",
"297",
"259",
"199",
"167",
"134",
"128",
"128",
"86",
"68",
"71",
"68",
"78",
"70",
"59",
"75",
"58",
"65",
"63",
"46",
"75",
"53",
"57",
"47",
"55",
"54",
"68",
"40",
"56",
"57",
"50",
"58",
"50",
"50",
"60",
"53",
"55",
"50",
"55",
"62",
"54",
"67",
"54",
"60",
"62",
"50",
"58",
"60",
"56",
"56",
"46",
"59",
"65",
"62",
"53",
"71",
"66",
"51",
"56",
"60",
"57",
"58",
"61",
"57",
"58",
"53",
"69",
"71",
"49",
"76",
"54",
"57",
"63",
"63",
"59",
"67",
"80",
"82",
"67",
"64",
"66",
"65",
"58",
"88",
"72",
"61",
"78",
"65",
"59",
"76",
"83",
"81",
"87",
"101",
"90",
"107",
"83",
"106",
"95",
"99",
"118",
"115",
"114",
"108",
"136",
"120",
"123",
"146",
"127",
"132",
"161",
"148",
"129",
"190",
"156",
"182",
"211",
"186",
"208",
"200",
"178",
"190",
"210",
"214",
"214",
"216",
"273",
"229",
"249",
"247",
"272",
"272",
"240",
"280",
"296",
"271",
"264",
"255",
"257",
"297",
"267",
"326",
"299",
"308",
"289",
"314",
"307",
"287",
"300",
"320",
"289",
"327",
"300",
"349",
"341",
"362",
"364",
"345",
"441",
"485",
"465",
"507",
"577",
"675",
"734",
"794",
"902",
"910",
"1004",
"1123",
"1173",
"1301",
"1315",
"1417",
"1560",
"1662",
"1621",
"1732",
"1837",
"1921",
"1826",
"1876",
"1982",
"2001",
"1828",
"1892",
"1973",
"1883",
"1767",
"1755",
"1727",
"1668",
"1415",
"1358",
"1405",
"1311",
"1167",
"1027",
"1096",
"941",
"831",
"782",
"693",
"718",
"597",
"578",
"550",
"558",
"477",
"469",
"460",
"469",
"430",
"445",
"452",
"407",
"425",
"413",
"421",
"392",
"397",
"393",
"375",
"377",
"357",
"324",
"332",
"324",
"295",
"271",
"279",
"278",
"228",
"252",
"219",
"201",
"180",
"147",
"152",
"142",
"124",
"126",
"125",
"131",
"104",
"107",
"112",
"87",
"83",
"78",
"68",
"76",
"74",
"68",
"43",
"58",
"41",
"47",
"54",
"40",
"47",
"19602",
"Channel_info_start",
"Channel : Mg",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Al",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Si",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : P ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : S ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cl",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : K ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ca",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Ti",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : V ",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Mn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Fe",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Cu",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Zn",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Sr",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"Channel_info_start",
"Channel : Pb",
"Points : 0",
"Range : 0.000000 - 0.000000",
"Step : 0.010000",
"Channel_info_end",
"",
"Qualitative Result",
"--------------------------------------------------------------------------------",
"Element :  P , Mo, Ca",
"",
"Peak List",
"--------------------------------------------------------------------------------",
"Channel               Line        keV     Net Int.(cps/uA)",
"--------------------------------------------------------------------------------",
"Na                    ----         0.56     0.011",
"                      P Ka         2.03     0.043",
"                      MoLa         2.31     0.560",
"                      ----         2.44     0.263",
"                      CaKa         3.70     0.173",
"                      CaKb         4.04     0.023",
"                      MoKa        17.52     4.261",
"                      MoKb        19.68     0.712",
"--------------------------------------------------------------------------------",
"",
"Quantitative Result",
"--------------------------------------------------------------------------------",
"Analyte               Result             Std.Dev. Proc.-Calc. Line Intensity(cps/uA)",
"--------------------------------------------------------------------------------",
"====[No. 1 Layer]====< Layer1               >===============================",
"Layer1                   0.000 ug/cm2    -------- Flux       -------- --------",
