"Sample    : fe_34676_8p",
"Operator  : americo",
"Comment  : fe_53.9micromatter",
"Group     : kerr2007ag180cal_lt",
"Date       : 2018-04-03 09:19:38",
"",
"Mesurement Condition",
"------------------------------------------------------------------------------------",
"Instrument : 700HS2   Atmosphere : Vac.   Collimator : 10(mm)   Spin : No",
"------------------------------------------------------------------------------------",
"Analyte               TG kV   uA      FI Acq.(keV)  Anal.(keV)  Time(sec)     DT(%)",
"------------------------------------------------------------------------------------",
"Na                    Rh 50  237-Auto Al  0 - 20    0.8 - 1.2   Live -  179   15",
"",
"<Profile>",
"Channel_info_start",
"Channel : Na",
"Points : 2048",
"Range : 0.000000 - 20.480000",
"Step : 0.010000",
"Channel_info_end",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"0",
"3",
"12",
"7",
"5",
"13",
"8",
"10",
"10",
"9",
"7",
"7",
"12",
"10",
"12",
"7",
"6",
"6",
"14",
"10",
"8",
"9",
"10",
"5",
"14",
"9",
"11",
"5",
"6",
"10",
"6",
"8",
"10",
"7",
"10",
"10",
"13",
"14",
"18",
"20",
"25",
"25",
"19",
"14",
"35",
"21",
"28",
"22",
"13",
"17",
"16",
"12",
"14",
"14",
"8",
"11",
"8",
"13",
"7",
"4",
"7",
"6",
"9",
"10",
"7",
"9",
"5",
"10",
"10",
"11",
"15",
"9",
"6",
"7",
"10",
"10",
"3",
"6",
"12",
"14",
"6",
"9",
"12",
"5",
"11",
"10",
"15",
"5",
"12",
"4",
"14",
"4",
"8",
"7",
"10",
"14",
"9",
"13",
"9",
"11",
"6",
"9",
"8",
"14",
"1",
"12",
"10",
"7",
"6",
"9",
"11",
"11",
"4",
"7",
"18",
"11",
"11",
"16",
"16",
"15",
"12",
"12",
"18",
"9",
"13",
"18",
"13",
"6",
"11",
"15",
"12",
"12",
"11",
"9",
"15",
"9",
"19",
"11",
"15",
"9",
"13",
"15",
"17",
"12",
"13",
"6",
"21",
"13",
"11",
"14",
"14",
"29",
"18",
"16",
"9",
"16",
"14",
"13",
"13",
"12",
"25",
"14",
"11",
"18",
"22",
"38",
"31",
"29",
"45",
"39",
"52",
"52",
"53",
"57",
"57",
"58",
"44",
"36",
"55",
"26",
"37",
"16",
"19",
"13",
"24",
"15",
"14",
"6",
"14",
"10",
"11",
"11",
"10",
"12",
"9",
"22",
"16",
"11",
"10",
"11",
"6",
"9",
"10",
"13",
"16",
"10",
"5",
"10",
"10",
"11",
"10",
"4",
"6",
"13",
"11",
"7",
"11",
"13",
"13",
"6",
"9",
"9",
"7",
"3",
"15",
"7",
"9",
"13",
"13",
"11",
"12",
"9",
"11",
"8",
"11",
"18",
"9",
"12",
"10",
"16",
"14",
"10",
"10",
"9",
"18",
"13",
"10",
"17",
"17",
"7",
"13",
"9",
"13",
"12",
"13",
"14",
"16",
"14",
"25",
"13",
"11",
"12",
"10",
"13",
"10",
"15",
"16",
"10",
"9",
"9",
"9",
"12",
"9",
"13",
"13",
"9",
"10",
"6",
"7",
"10",
"11",
"9",
"12",
"13",
"8",
"9",
"9",
"11",
"13",
"10",
"16",
"19",
"13",
"6",
"10",
"4",
"17",
"10",
"16",
"15",
"20",
"16",
"11",
"12",
"10",
"9",
"18",
"15",
"26",
"13",
"11",
"9",
"11",
"15",
"23",
"16",
"17",
"12",
"13",
"21",
"21",
"11",
"25",
"19",
"24",
"31",
"33",
"43",
"48",
"65",
"61",
"113",
"135",
"155",
"209",
"252",
"338",
"385",
"443",
"503",
"563",
"589",
"601",
"599",
"599",
"496",
"475",
"422",
"361",
"279",
"219",
"187",
"147",
"100",
"72",
"64",
"65",
"45",
"27",
"36",
"31",
"27",
"28",
"37",
"35",
"39",
"46",
"50",
"55",
"53",
"86",
"69",
"112",
"92",
"82",
"97",
"85",
"80",
"91",
"88",
"67",
"59",
"55",
"50",
"40",
"31",
"31",
"28",
"29",
"14",
"26",
"24",
"21",
"18",
"21",
"24",
"23",
"27",
"31",
"20",
"28",
"23",
"21",
"30",
"26",
"37",
"26",
"29",
"29",
"32",
"36",
"27",
"38",
"44",
"36",
"23",
"42",
"40",
"30",
"39",
"30",
"42",
"35",
"60",
"53",
"48",
"45",
"59",
"84",
"86",
"94",
"94",
"105",
"127",
"137",
"137",
"145",
"165",
"169",
"157",
"172",
"169",
"140",
"118",
"133",
"104",
"105",
"86",
"67",
"64",
"66",
"54",
"36",
"39",
"43",
"37",
"30",
"29",
"30",
"39",
"39",
"28",
"33",
"26",
"37",
"30",
"42",
"52",
"39",
"36",
"32",
"33",
"24",
"33",
"26",
"39",
"42",
"31",
"46",
"48",
"46",
"37",
"46",
"45",
"41",
"35",
"33",
"55",
"47",
"36",
"46",
"51",
"55",
"55",
"52",
"45",
"51",
"68",
"51",
"65",
"68",
"72",
"70",
"72",
"58",
"65",
"77",
"67",
"45",
"59",
"66",
"70",
"74",
"70",
"68",
"57",
"72",
"70",
"72",
"83",
"79",
"56",
"74",
"62",
"53",
"64",
"69",
"58",
"51",
"63",
"65",
"68",
"56",
"49",
"57",
"61",
"62",
"62",
"51",
"55",
"46",
"50",
"55",
"51",
"64",
"51",
"67",
"76",
"65",
"74",
"63",
"58",
"66",
"66",
"72",
"63",
"63",
"59",
"76",
"71",
"65",
"68",
"93",
"80",
"74",
"76",
"76",
"72",
"94",
"77",
"98",
"87",
"105",
"99",
"96",
"108",
"129",
"98",
"108",
"125",
"108",
"129",
"124",
"137",
"143",
"159",
"155",
"160",
"166",
"177",
"204",
"222",
"296",
"348",
"482",
"623",
"872",
"1144",
"1719",
"2187",
"3223",
"4215",
"5564",
"7497",
"9801",
"11662",
"14544",
"17583",
"20989",
"22916",
"28244",
"28410",
"31900",
"31502",
"33401",
"32852",
"33247",
"30091",
"29092",
"26286",
"23913",
"19810",
"17818",
"14679",
"12167",
"9321",
"7719",
"5397",
"4466",
"2967",
"2137",
"1625",
"1161",
"773",
"587",
"393",
"285",
"216",
"176",
"160",
"157",
"146",
"136",
"133",
"156",
"117",
"117",
"130",
"136",
"125",
"149",
"139",
"152",
"135",
"149",
"155",
"165",
"190",
"191",
"187",
"220",
"251",
"298",
"367",
"432",
"531",
"660",
"871",
"1096",
"1260",
"1595",
"1915",
"2164",
"2437",
"2809",
"3273",
"3538",
"3734",
"4140",
"4071",
"4449",
"4096",
"4199",
"3950",
"3787",
"3413",
"3161",
"2743",
"2451",
"1954",
"1786",
"1344",
"1194",
"808",
"728",
"558",
"416",
"300",
"208",
"192",
"138",
"93",
"91",
"76",
"75",
"52",
"65",
"62",
"55",
"46",
"50",
"51",
"53",
"37",
"47",
"52",
"58",
"44",
"58",
"67",
"42",
"59",
"76",
"52",
"48",
"61",
"66",
"56",
"54",
"48",
"58",
"52",
"51",
"51",
"62",
"53",
"67",
"57",
"54",
"53",
"32",
"72",
"60",
"49",
"53",
"42",
"59",
"73",
"42",
"66",
"65",
"51",
"52",
"60",
"67",
"63",
"65",
"76",
"68",
"50",
"58",
"66",
"67",
"60",
"50",
"62",
"68",
"60",
"52",
"50",
"65",
"78",
"73",
"59",
"69",
"82",
"77",
"97",
"89",
"87",
"80",
"95",
"61",
"77",
"87",
"71",
"80",
"67",
"76",
"52",
"60",
"61",
"55",
"64",
"48",
"51",
"62",
"65",
"42",
"65",
"40",
"41",
"61",
"60",
"57",
"62",
"48",
"76",
"50",
"46",
"60",
"31",
"57",
"51",
"56",
"55",
"52",
"73",
"70",
"65",
"49",
"72",
"53",
"69",
"68",
"76",
"53",
"67",
"83",
"67",
"62",
"81",
"69",
"73",
"101",
"85",
"85",
"82",
"99",
"75",
"78",
"93",
"83",
"90",
"92",
"81",
"70",
"70",
"73",
"64",
"70",
"55",
"66",
"52",
"56",
"53",
"58",
"58",
"48",
"46",
"59",
"53",
"39",
"53",
"61",
"37",
"46",
"44",
"58",
"55",
"57",
"67",
"54",
"52",
"53",
"52",
"54",
"36",
"39",
"53",
"54",
"52",
"60",
"51",
"47",
"54",
"51",
"64",
"43",
"52",
"53",
"63",
"42",
"49",
"52",
"47",
"47",
"38",
"41",
"51",
"36",
"60",
"49",
"44",
"47",
"59",
"41",
"46",
"65",
"53",
"44",
"48",
"53",
"41",
"54",
"62",
"44",
"47",
"60",
"52",
"55",
"66",
"52",
"55",
"46",
"49",
"45",
"64",
"44",
"61",
"49",
"64",
"50",
"45",
"58",
"52",
"47",
"53",
"63",
"52",
"59",
"43",
"44",
"46",
"58",
"49",
"39",
"56",
"62",
"60",
"55",
"37",
"53",
"52",
"61",
"51",
"65",
"47",
"49",
"67",
"57",
"47",
"50",
"62",
"68",
"64",
"59",
"65",
"70",
"54",
"60",
"58",
"62",
"55",
"60",
"49",
"59",
"56",
"47",
"54",
"60",
"60",
"53",
"44",
"48",
"55",
"54",
"50",
"62",
"54",
"55",
"58",
"55",
"71",
"51",
"58",
"51",
"57",
"60",
"71",
"55",
"38",
"59",
"58",
"58",
"52",
"60",
"51",
"63",
"43",
"43",
"43",
"64",
"40",
"48",
"41",
"41",
"50",
"49",
"52",
"42",
"49",
"65",
"48",
"59",
"52",
"49",
"38",
"46",
"43",
"45",
"42",
"44",
"47",
"63",
"41",
"59",
"50",
"43",
"37",
"49",
"33",
"47",
"44",
"54",
"46",
"57",
"35",
"47",
"48",
"51",
"48",
"61",
"37",
"52",
"39",
"48",
"55",
"48",
"53",
"53",
"49",
"38",
"49",
"48",
"47",
"42",
"49",
"43",
"45",
"47",
"57",
"35",
"58",
"39",
"38",
"53",
"52",
"43",
"52",
"56",
"52",
"46",
"58",
"46",
"43",
"59",
"47",
"47",
"50",
"48",
"32",
"47",
"46",
"59",
"50",
"44",
"47",
"51",
"54",
"59",
"50",
"30",
"48",
"42",
"57",
"47",
"40",
"65",
"38",
"48",
"50",
"41",
"42",
"46",
"51",
"40",
"47",
"53",
"47",
"50",
"51",
"48",
"40",
"48",
"39",
"42",
"46",
"47",
"40",
"59",
"46",
"52",
"49",
"58",
"53",
"41",
"53",
"55",
"62",
"52",
"46",
"50",
"46",
"43",
"52",
"48",
"40",
"31",
"54",
"39",
"40",
"67",
"40",
"67",
"58",
"42",
"48",
"48",
"53",
"45",
"44",
"55",
"51",
"46",
"53",
"49",
"41",
"44",
"46",
"51",
"27",
"51",
"36",
"39",
"45",
"50",
"38",
"47",
"36",
"52",
"44",
"39",
"47",
"45",
"40",
"31",
"43",
"47",
"37",
"50",
"38",
"55",
"54",
"42",
"39",
"47",
"40",
"49",
"49",
"45",
"53",
"51",
"48",
"53",
"37",
"51",
"30",
"54",
"41",
"45",
"42",
"33",
"33",
"45",
"45",
"46",
"57",
"49",
"41",
"46",
"42",
"43",
"44",
"55",
"42",
"46",
"48",
"50",
"44",
"40",
"48",
"48",
"54",
"46",
"55",
"49",
"40",
"59",
"48",
"67",
"47",
"50",
"65",
"59",
"63",
"62",
"62",
"62",
"70",
"84",
"89",
"80",
"80",
"103",
"81",
"78",
"83",
"78",
"95",
"89",
"82",
"108",
"94",
"83",
"84",
"74",
"65",
"82",
"72",
"67",
"48",
"70",
"49",
"43",
"53",
"49",
"43",
"57",
"39",
"62",
"48",
"47",
"45",
"49",
"44",
"40",
"43",
"35",
"42",
"44",
"47",
"40",
"37",
"55",
"46",
"46",
"39",
"53",
"47",
"45",
"31",
"29",
"40",
"50",
"49",
"49",
"47",
"51",
"36",
"59",
"47",
"39",
"51",
"43",
"41",
"48",
"53",
"50",
"50",
"66",
"51",
"57",
"56",
"57",
"66",
"63",
"46",
"55",
"41",
"62",
"52",
"50",
"47",
"54",
"47",
"48",
"53",
"42",
"45",
"39",
"39",
"40",
"35",
"37",
"42",
"36",
"60",
"58",
"33",
"39",
"47",
"44",
"35",
"52",
"36",
"51",
"35",
"32",
"45",
"48",
"33",
"41",
"49",
"48",
"47",
"37",
"42",
"31",
"47",
"29",
"41",
"43",
"33",
"28",
"42",
"26",
"33",
"42",
"23",
"38",
"37",
"29",
"37",
"44",
"41",
"30",
"40",
"46",
"31",
"40",
"32",
"45",
"45",
"53",
"38",
"27",
"35",
"24",
"39",
"31",
"37",
"28",
"45",
"36",
"28",
"44",
"22",
"30",
"32",
"19",
"42",
"46",
"32",
"41",
"32",
"45",
"36",
"31",
"36",
"39",
"39",
"31",
"38",
"47",
"46",
"45",
"25",
"39",
"33",
"33",
"37",
"45",
"26",
"36",
"32",
"37",
"32",
"35",
"33",
"33",
"33",
"33",
"36",
"32",
"37",
"41",
"42",
"40",
"31",
"43",
"36",
"38",
"44",
"36",
"33",
"40",
"30",
"38",
"33",
"37",
"31",
"24",
"29",
"37",
"39",
"41",
"28",
"40",
"45",
"40",
"39",
"30",
"28",
"25",
"38",
"36",
"28",
"31",
"39",
"30",
"35",
"38",
"38",
"41",
"29",
"36",
"35",
"49",
"26",
"37",
"33",
"39",
"47",
"38",
"42",
"37",
"31",
"31",
"31",
"35",
"26",
"29",
"46",
"33",
"39",
"43",
"31",
"32",
"26",
"39",
"32",
"29",
"27",
"36",
"48",
"31",
"28",
"44",
"42",
"35",
"33",
"27",
"31",
"45",
"29",
"25",
"36",
"44",
"32",
"41",
"35",
"26",
"28",
"30",
"28",
"33",
"29",
"40",
"28",
"37",
"31",
"29",
"27",
"35",
"33",
"26",
"24",
"29",
"32",
"30",
"26",
"37",
"28",
"48",
"36",
"35",
"47",
"42",
"33",
"56",
"33",
"35",
"35",
"30",
"28",
"36",
"37",
"37",
"22",
"32",
"30",
"33",
"28",
"39",
"30",
"20",
"35",
"31",
"35",
"35",
"31",
"27",
"28",
"38",
"29",
"31",
"32",
"29",
"32",
"37",
"46",
"28",
"25",
"36",
"32",
"29",
"26",
"35",
"24",
"35",
"32",
"33",
"30",
"35",
"29",
"39",
"27",
"30",
"35",
"32",
"33",
"30",
"37",
"24",
"28",
"41",
"41",
"41",
"28",
"35",
"32",
"31",
"27",
"47",
"33",
"24",
"39",
"35",
"32",
"36",
"35",
"35",
"21",
"37",
"26",
"30",
"32",
"32",
"32",
"40",
"24",
"31",
"36",
"37",
"36",
"30",
"28",
"26",
"22",
"25",
"32",
"33",
"30",
"42",
"26",
"30",
"23",
"29",
"37",
"37",
"40",
"40",
"30",
"32",
"31",
"32",
"32",
